,alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
355,la-boulangerie-chicago-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",41.96462,-87.67864,(872) 208-3479,759.6427004589716,2a5l77snU_ffSQ-SqyGiCQ,https://s3-media4.fl.yelpcdn.com/bphoto/5DhgXK36lUh_6kBW96suIg/o.jpg,False,1945 W Wilson Ave,,,Chicago,US,"['1945 W Wilson Ave', 'Chicago, IL 60640']",IL,60640,La Boulangerie,+18722083479,$,4.0,70,[],https://www.yelp.com/biz/la-boulangerie-chicago-4?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
356,red-eyes-coffee-chicago-2,"[{'alias': 'cafes', 'title': 'Cafes'}]",41.95762,-87.6814799,(773) 327-9478,1275.749722842594,prBAEIFfbSlxmuZO2KnvEQ,https://s3-media2.fl.yelpcdn.com/bphoto/PEjesFfrpWPxZV5EExKA-Q/o.jpg,False,4164 N Lincoln Ave,,,Chicago,US,"['4164 N Lincoln Ave', 'Chicago, IL 60618']",IL,60618,Red Eyes Coffee,+17733279478,$,4.0,147,[],https://www.yelp.com/biz/red-eyes-coffee-chicago-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
357,starbucks-chicago-131,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9642224,-87.6854714,(773) 878-5609,420.1385285588983,SLf7spQdLGBzIFidL8tuqg,https://s3-media2.fl.yelpcdn.com/bphoto/qzZ1N9YZFZSWgyivdfo88g/o.jpg,False,4557 N Lincoln Ave,,,Chicago,US,"['4557 N Lincoln Ave', 'Chicago, IL 60625']",IL,60625,Starbucks,+17738785609,$$,3.0,74,[],https://www.yelp.com/biz/starbucks-chicago-131?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
358,savanna-restaurant-chicago,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.95641,-87.67992,(872) 817-7340,1441.8708288751145,Vxx3lwMeskJ3NWfN38yxjg,https://s3-media3.fl.yelpcdn.com/bphoto/P8FYu0qmQ8ZG3zr0XfbRbQ/o.jpg,False,4111 N Lincoln Ave,,,Chicago,US,"['4111 N Lincoln Ave', 'Chicago, IL 60618']",IL,60618,Savanna Restaurant,+18728177340,$$,4.5,97,"['pickup', 'delivery']",https://www.yelp.com/biz/savanna-restaurant-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
359,the-maiden-voyage-cafe-chicago-3,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.9617558693175,-87.6706275343895,(773) 944-0550,896.5380141039869,IRvFjqqX-MtahdstjJgQNQ,https://s3-media3.fl.yelpcdn.com/bphoto/1aMpmX4EgyV-CM7j5trfRw/o.jpg,False,1636 W Montrose Ave,,,Chicago,US,"['1636 W Montrose Ave', 'Chicago, IL 60613']",IL,60613,The Maiden Voyage Cafe,+17739440550,$,4.5,121,['delivery'],https://www.yelp.com/biz/the-maiden-voyage-cafe-chicago-3?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
360,spoken-cafe-chicago-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",41.9616149989358,-87.6750356343155,(773) 769-2000,771.7876254620621,pNL7Nwk9Gi2wSQ6qIBzugQ,https://s3-media1.fl.yelpcdn.com/bphoto/hZ74uEoFXT94odDI8PkhTg/o.jpg,False,1812 W Montrose Ave,,,Chicago,US,"['1812 W Montrose Ave', 'Chicago, IL 60613']",IL,60613,Spoken Cafe,+17737692000,$,4.5,94,[],https://www.yelp.com/biz/spoken-cafe-chicago-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
361,first-slice-chicago-2,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",41.96176,-87.67353,(773) 506-7380,791.3664880350368,uyi_j8Lce7PMmOIKMKU8dw,https://s3-media2.fl.yelpcdn.com/bphoto/jf1oDLZr5Frhg2Ovz3rijQ/o.jpg,False,4401 N Ravenswood Ave,,,Chicago,US,"['4401 N Ravenswood Ave', 'Chicago, IL 60640']",IL,60640,First Slice,+17735067380,$,4.0,143,['pickup'],https://www.yelp.com/biz/first-slice-chicago-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
362,julius-meinl-coffee-bar-and-patisserie-chicago-2,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",41.95661,-87.67339,(773) 883-1864,1357.4148294597853,Zn-c1Pp--rta5oK25lh51Q,https://s3-media4.fl.yelpcdn.com/bphoto/_w8tH3_fQAtP-7VwBj-nHA/o.jpg,False,4115 N Ravenswood Ave,,,Chicago,US,"['4115 N Ravenswood Ave', 'Chicago, IL 60613']",IL,60613,Julius Meinl Coffee Bar & Patisserie,+17738831864,$,4.0,44,"['pickup', 'delivery']",https://www.yelp.com/biz/julius-meinl-coffee-bar-and-patisserie-chicago-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
363,starbucks-chicago-115,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.96172,-87.67628,(773) 878-0272,753.878905171628,qlQg64PPDjTwKLZ3XUbIrQ,https://s3-media4.fl.yelpcdn.com/bphoto/AvuffOdPPSsMF7rVIU612w/o.jpg,False,1900 W Montrose Ave,,,Chicago,US,"['1900 W Montrose Ave', 'Chicago, IL 60613']",IL,60613,Starbucks,+17738780272,$$,4.0,45,[],https://www.yelp.com/biz/starbucks-chicago-115?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
364,7-eleven-chicago-33,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.961273264772,-87.6660439477745,(773) 472-4030,801.9735327883692,eBUMdd9ARtfcbJH27aIQgQ,https://s3-media3.fl.yelpcdn.com/bphoto/ohpDsDDLsIDjgP25TWfdgQ/o.jpg,False,1425 W Montrose Ave,,,Chicago,US,"['1425 W Montrose Ave', 'Chicago, IL 60613']",IL,60613,7-Eleven,+17734724030,$,3.5,2,[],https://www.yelp.com/biz/7-eleven-chicago-33?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
365,dunkin-donuts-chicago-54,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",41.9615849107504,-87.66666457057,(773) 348-4888,798.2177389922466,wEmbpdeioE4J-p7IHRQZfg,https://s3-media2.fl.yelpcdn.com/bphoto/1mJuR302i9kGIdLTH1SJrw/o.jpg,False,1441 W Montrose Ave,,,Chicago,US,"['1441 W Montrose Ave', 'Chicago, IL 60613']",IL,60613,Dunkin' Donuts,+17733484888,$,3.0,21,[],https://www.yelp.com/biz/dunkin-donuts-chicago-54?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
366,7-eleven-chicago-92,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9568542621891,-87.6640132069587,(773) 935-4510,1313.1333955821135,QNxUSNSfwdLKZPk2gjwi3g,https://s3-media2.fl.yelpcdn.com/bphoto/gftJnkiw2twZHzzvp2vsfg/o.jpg,False,4116 N Clark St,,,Chicago,US,"['4116 N Clark St', 'Chicago, IL 60613']",IL,60613,7-Eleven,+17739354510,$$,5.0,1,[],https://www.yelp.com/biz/7-eleven-chicago-92?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
367,loving-heart-chicago,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'cafes', 'title': 'Cafes'}]",41.9619233,-87.6515285,(773) 561-5399,872.6401095262514,om-vqH8GMpteU9xlSymPaQ,https://s3-media2.fl.yelpcdn.com/bphoto/B-6Hc1MRMMzviBmzYAp0cA/o.jpg,False,838 W Montrose Ave,,,Chicago,US,"['838 W Montrose Ave', 'Chicago, IL 60613']",IL,60613,Loving Heart,+17735615399,$,5.0,172,[],https://www.yelp.com/biz/loving-heart-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
368,dollop-coffee-and-tea-chicago,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.95807,-87.6495,(773) 360-1366,1326.3866048004413,g0mIxIj16ANKtdI9MRH1lQ,https://s3-media3.fl.yelpcdn.com/bphoto/rVHvPhs4RD1nPIObceRAWA/o.jpg,False,4181 N Clarendon Ave,,,Chicago,US,"['4181 N Clarendon Ave', 'Chicago, IL 60613']",IL,60613,Dollop Coffee & Tea,+17733601366,$,4.0,483,[],https://www.yelp.com/biz/dollop-coffee-and-tea-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
369,kleins-bakery-and-café-chicago,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.9583525741901,-87.652741725853,(773) 857-0525,1186.610490216356,tdIncR553fgi2oM1xoLRGg,https://s3-media2.fl.yelpcdn.com/bphoto/xkMspFhC9a3axaXZY3HJMg/o.jpg,False,4155 N Broadway,,,Chicago,US,"['4155 N Broadway', 'Chicago, IL 60613']",IL,60613,Klein's Bakery and Café,+17738570525,$,4.0,74,[],https://www.yelp.com/biz/kleins-bakery-and-caf%C3%A9-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
370,starbucks-chicago-415,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9632340375291,-87.6563107979308,(773) 596-2376,586.6229061120055,Pnbnm7NfZ7TsWmVt4L197Q,https://s3-media1.fl.yelpcdn.com/bphoto/ufJ9L7agK95JErz-spdtUQ/o.jpg,False,4446 N Broadway St,,,Chicago,US,"['4446 N Broadway St', 'Chicago, IL 60640']",IL,60640,Starbucks,+17735962376,$$,3.0,4,[],https://www.yelp.com/biz/starbucks-chicago-415?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
371,dunkin-donuts-chicago-79,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9650088213595,-87.6569524760441,(773) 784-2500,384.1397095532614,pEFUww65RMtMDesY4c4yEQ,https://s3-media1.fl.yelpcdn.com/bphoto/tACJb91qUUiSmnBTaMhbew/o.jpg,False,4547 N Broadway St,,,Chicago,US,"['4547 N Broadway St', 'Chicago, IL 60640']",IL,60640,Dunkin' Donuts,+17737842500,$,3.5,21,[],https://www.yelp.com/biz/dunkin-donuts-chicago-79?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
372,7-eleven-chicago-16,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9581319513038,-87.6531179596714,(773) 281-3823,1200.317234606783,tyt7nH3IdvuHFZxqvK7BVw,https://s3-media1.fl.yelpcdn.com/bphoto/3DpVqoMMhC6rkW0_TrMhtQ/o.jpg,False,4150 N Broadway,,,Chicago,US,"['4150 N Broadway', 'Chicago, IL 60613']",IL,60613,7-Eleven,+17732813823,$,2.5,17,[],https://www.yelp.com/biz/7-eleven-chicago-16?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
373,le-cafe-chicago,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",41.95991,-87.64701,,912.7349459636147,1G0KYSJXvCxB-IZJOMTo2w,https://s3-media4.fl.yelpcdn.com/bphoto/jGN8HOmhguOc2KQb_y-D8Q/o.jpg,False,4250 N Marine Dr,,,Chicago,US,"['4250 N Marine Dr', 'Chicago, IL 60613']",IL,60613,Le Cafe,,$$,3.5,151,[],https://www.yelp.com/biz/le-cafe-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
374,mcdonalds-schiller-park-3,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.950249,-87.8823967,(847) 678-1978,1169.8881684293563,Xnwg6ILaFvJAq8ZHWDu0uQ,https://s3-media2.fl.yelpcdn.com/bphoto/5LENOBEEEJzUhtegmnboGA/o.jpg,False,10201 Belle Plaine Ave,,I-294,Schiller Park,US,"['10201 Belle Plaine Ave', 'I-294', 'Schiller Park, IL 60176']",IL,60176,McDonald's,+18476781978,$$,2.5,5,[],https://www.yelp.com/biz/mcdonalds-schiller-park-3?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
375,dunkin-donuts-schiller-park-2,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9529293,-87.8854835,(847) 671-9027,763.6620871244323,2MwcALcsO9tOT-vv_Mf5vw,https://s3-media1.fl.yelpcdn.com/bphoto/LNspESEtQZda2qDkKBZW4g/o.jpg,False,4121 N Mannheim Rd,,,Schiller Park,US,"['4121 N Mannheim Rd', 'Schiller Park, IL 60176']",IL,60176,Dunkin' Donuts,+18476719027,$,2.5,8,[],https://www.yelp.com/biz/dunkin-donuts-schiller-park-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
376,starbucks-hinsdale-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.7987670898438,-87.9282836914062,(800) 859-0558,1079.0575133574935,nkfQU0W7G_DP9mmB2JHAww,https://s3-media1.fl.yelpcdn.com/bphoto/Xt6zOUOkxXUmqS4C5hKIiw/o.jpg,False,I-294 Milepost 25,,,Hinsdale,US,"['I-294 Milepost 25', 'Hinsdale, IL 60521']",IL,60521,Starbucks,+18008590558,$$,2.5,2,[],https://www.yelp.com/biz/starbucks-hinsdale-4?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
377,starbucks-schiller-park,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9552459716797,-87.8715133666992,(847) 671-4361,798.4750287358264,GZi-GxT2vZn4p5EQ-g8kyQ,https://s3-media1.fl.yelpcdn.com/bphoto/eQamq6lM3VmayL47GoUJng/o.jpg,False,9801 Irving Park Rd,,,Schiller Park,US,"['9801 Irving Park Rd', 'Schiller Park, IL 60176']",IL,60176,Starbucks,+18476714361,$$,3.0,35,[],https://www.yelp.com/biz/starbucks-schiller-park?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
378,7-eleven-schiller-park-2,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9494578531563,-87.8706649186938,(847) 678-4422,1331.3457423391594,P7T-GLzptsFAtQ-OyTepzw,https://s3-media3.fl.yelpcdn.com/bphoto/qGz1KQdVcSQOqp2O_0mKEg/o.jpg,False,3932 N 25th St,,,Schiller Park,US,"['3932 N 25th St', 'Schiller Park, IL 60176']",IL,60176,7-Eleven,+18476784422,$,5.0,1,[],https://www.yelp.com/biz/7-eleven-schiller-park-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
379,7-eleven-schiller-park-3,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9551199158976,-87.870629131794,(847) 671-7111,864.6333946271372,TMCD36qnXB49yzMMlpqA5A,https://s3-media1.fl.yelpcdn.com/bphoto/apkoUgcMEKEw8fUmQNUfzg/o.jpg,False,9753 W Irving Park Rd,,,Schiller Park,US,"['9753 W Irving Park Rd', 'Schiller Park, IL 60176']",IL,60176,7-Eleven,+18476717111,$,4.5,2,[],https://www.yelp.com/biz/7-eleven-schiller-park-3?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
380,mcdonalds-schiller-park,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.954188,-87.863568,(847) 928-2840,779.5643625407146,CUaK1ybndqNei4blHFqjQw,https://s3-media2.fl.yelpcdn.com/bphoto/uM2cBEMIAcRrMfiMhFcX-Q/o.jpg,False,9449 W Irving Park Rd,,,Schiller Park,US,"['9449 W Irving Park Rd', 'Schiller Park, IL 60176']",IL,60176,McDonald's,+18479282840,$,2.0,8,[],https://www.yelp.com/biz/mcdonalds-schiller-park?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
381,dunkin-donuts-schiller-park,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9540565,-87.8593366,(847) 678-3788,602.0099735173197,rBhwLiLapP-ueg12RtVnlA,https://s3-media4.fl.yelpcdn.com/bphoto/yiSspGzu_r2D_rqFXJZtTw/o.jpg,False,9280 Irving Park Rd,,,Schiller Park,US,"['9280 Irving Park Rd', 'Schiller Park, IL 60176']",IL,60176,Dunkin' Donuts,+18476783788,$,1.0,9,[],https://www.yelp.com/biz/dunkin-donuts-schiller-park?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
382,café-san-francesco-chicago-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cafes', 'title': 'Cafes'}]",41.9494438171387,-87.8068008422852,(773) 283-1117,1201.2261091584696,KRylUKfoW_wm3UFwRtImMw,https://s3-media2.fl.yelpcdn.com/bphoto/0ZbenBPgW3MVRbiaYgviSg/o.jpg,False,3815 N Harlem Ave,,,Chicago,US,"['3815 N Harlem Ave', 'Chicago, IL 60634']",IL,60634,Café San Francesco,+17732831117,$,3.5,4,"['delivery', 'pickup']",https://www.yelp.com/biz/caf%C3%A9-san-francesco-chicago-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
383,gloria-jeans-coffees-norridge-norridge,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.956002,-87.808927,(708) 453-8040,462.8447422611152,UL05eqocF1ZplswOjLpPGg,https://s3-media4.fl.yelpcdn.com/bphoto/AR-yR9PcrkV-3ZL0ExlMmg/o.jpg,False,4202 N Harlem Ave,,,Norridge,US,"['4202 N Harlem Ave', 'Norridge, IL 60706']",IL,60706,Gloria Jean's Coffees - Norridge,+17084538040,$$,4.0,12,[],https://www.yelp.com/biz/gloria-jeans-coffees-norridge-norridge?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
384,starbucks-chicago-346,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9539318375301,-87.8087976253198,(708) 583-6980,676.9719798750642,5qus7y_6xV3ny2LFMFw1Wg,https://s3-media2.fl.yelpcdn.com/bphoto/_wKWj-AYvzOoNsl_b3AC1A/o.jpg,False,4050 N Harlem,,Target,Chicago,US,"['4050 N Harlem', 'Target', 'Chicago, IL 60706']",IL,60706,Starbucks,+17085836980,$,2.0,17,[],https://www.yelp.com/biz/starbucks-chicago-346?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
385,cinnabon-norridge,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9570325,-87.8074338,(708) 453-5600,525.9436123481781,pG4h7R1ym6DK4VeihipOZw,https://s3-media2.fl.yelpcdn.com/bphoto/dA3xCWfffIO31UzQa3kkMg/o.jpg,False,4208 N Harlem Ave,,,Norridge,US,"['4208 N Harlem Ave', 'Norridge, IL 60706']",IL,60706,Cinnabon,+17084535600,$,3.0,4,[],https://www.yelp.com/biz/cinnabon-norridge?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
386,mcdonalds-norridge,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9543357,-87.8094701,(708) 452-8993,616.5766412972906,ZZvGhGIb01rFt_An8nR8_g,https://s3-media1.fl.yelpcdn.com/bphoto/gEkx-83AMchB-deNNfV1jw/o.jpg,False,4104 N Harlem Ave,,,Norridge,US,"['4104 N Harlem Ave', 'Norridge, IL 60706']",IL,60706,McDonald's,+17084528993,,2.5,5,[],https://www.yelp.com/biz/mcdonalds-norridge?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
387,dunkin-donuts-chicago-85,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.95245,-87.8067,(773) 794-1050,914.8935519213712,a0gEA9uq1qLoNoRSTc-FZQ,https://s3-media2.fl.yelpcdn.com/bphoto/u4MgoY9-9pwbkefeY0gCIA/o.jpg,False,7171 W Irving Park Rd,,,Chicago,US,"['7171 W Irving Park Rd', 'Chicago, IL 60634']",IL,60634,Dunkin' Donuts,+17737941050,$,2.0,18,[],https://www.yelp.com/biz/dunkin-donuts-chicago-85?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
388,dunkin-donuts-chicago-313,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9538366107481,-87.7869619058701,,784.9070320656651,9Ec-dGdvLlWi0avcyZ3Whw,,False,4036 N Narragansett Ave,,,Chicago,US,"['4036 N Narragansett Ave', 'Chicago, IL 60634']",IL,60634,Dunkin' Donuts,,,2.0,1,[],https://www.yelp.com/biz/dunkin-donuts-chicago-313?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
389,dunkin-donuts-chicago-26,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.9529502093792,-87.7867826074362,(773) 545-9875,872.2175039635565,DaC8_r8rLbxSAH03rCNC3Q,https://s3-media3.fl.yelpcdn.com/bphoto/Zh5JNWRqflxcfXpYSkFSSA/o.jpg,False,6408 W Irving Park Rd,,,Chicago,US,"['6408 W Irving Park Rd', 'Chicago, IL 60634']",IL,60634,Dunkin' Donuts,+17735459875,$$,2.5,8,[],https://www.yelp.com/biz/dunkin-donuts-chicago-26?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
390,perkolator-chicago,"[{'alias': 'cafes', 'title': 'Cafes'}]",41.9531543,-87.7782196,(773) 853-2261,810.1282621630471,j7kcbdUFjroGeta8ieN1gw,https://s3-media2.fl.yelpcdn.com/bphoto/IlEQlKGzTwPKUJKNgeMusQ/o.jpg,False,6032 W Irving Park Rd,,,Chicago,US,"['6032 W Irving Park Rd', 'Chicago, IL 60634']",IL,60634,Perkolator,+17738532261,$,4.5,182,[],https://www.yelp.com/biz/perkolator-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
