js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-tags_item,icon_svg href 10,review-content,voting-intro,vote-type,count,vote-type 2,vote-type 3,count 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip
https://www.yelp.com/user_details?userid=dgCr-Od3yZXjqB2aRJ2iJw,https://s3-media1.fl.yelpcdn.com/photo/lokWuaknd4engxRzfNdNFQ/60s.jpg,Michael C.,"Chicago, IL",friends,3,reviews,8,,,,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/yrfP1VwHiMCv8v0tAOakFg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=yrfP1VwHiMCv8v0tAOakFg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=dgCr-Od3yZXjqB2aRJ2iJw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=dgCr-Od3yZXjqB2aRJ2iJw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=dgCr-Od3yZXjqB2aRJ2iJw&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Michael C.,https://www.yelp.com/following_user/remove?dst_user_id=dgCr-Od3yZXjqB2aRJ2iJw&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Michael C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/17/2014,,,"Simone has done an awesome job with this establishment. I go in a lot -- but not as much as I'd like to. Everything is top-notch, and Sol is a real asset to Howard Street.The staff is always friendly, the atmosphere relaxing, the coffee and food first-rate. I really can't say enough good things about Sol Cafe. I'm very glad it's in the neighborhood.",3 people voted for this review,Useful,3,Funny,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=yrfP1VwHiMCv8v0tAOakFg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=9HZzHPeub-t0R090YKaN5g,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Jenni H.,"Chicago, IL",friends,154,reviews,22,,,,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/_8qqnIrmDtnhzDgTQFdW1w,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=_8qqnIrmDtnhzDgTQFdW1w&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=9HZzHPeub-t0R090YKaN5g,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=9HZzHPeub-t0R090YKaN5g&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=9HZzHPeub-t0R090YKaN5g&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Jenni H.,https://www.yelp.com/following_user/remove?dst_user_id=9HZzHPeub-t0R090YKaN5g&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Jenni H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/28/2017,,,"Excellent coffee, love the pop-up shop with Do-Rite donuts, service is excellent. Can't complain. I love supporting local businesses versus Starbucks and the like.",Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=_8qqnIrmDtnhzDgTQFdW1w&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=c2RGCnsdIma5kAzLA1BC0A,https://s3-media2.fl.yelpcdn.com/photo/8enxyftFMI3VUGsHr-dbPQ/60s.jpg,Suzanne T.,"Champaign, IL",friends,70,reviews,74,photos,[object Object],8,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/PePel7GD2gBW37_0qHAGnA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=PePel7GD2gBW37_0qHAGnA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=c2RGCnsdIma5kAzLA1BC0A,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=c2RGCnsdIma5kAzLA1BC0A&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=c2RGCnsdIma5kAzLA1BC0A&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Suzanne T.,https://www.yelp.com/following_user/remove?dst_user_id=c2RGCnsdIma5kAzLA1BC0A&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Suzanne T.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/17/2014,,,"The place is trying to make everyone here deaf. It's certainly concerned with being hip and part of a ""scene."" Interesting menu items, good coffee. I just wish they would turn the fucking volume down on the music. It's a mid-Wednesday afternoon, ffs. The place is mostly full of people trying to work or read, and while that in itself can be criticized as annoying (Laptopistan), that's what most people look for in a coffee shop, really, and not whether cool music is playing really fucking, chest-vibratingly LOUD as all hell. The people who order have to yell over it to be heard.",2 people voted for this review,Useful,2,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=PePel7GD2gBW37_0qHAGnA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=yAIwM1CMdUc1mxka-KFsew,https://s3-media2.fl.yelpcdn.com/photo/x8Qv75i_wqFHQGCq-GUSlw/60s.jpg,Roseann M.,"Chicago, IL",friends,143,reviews,509,photos,[object Object],117,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/sa94Rp43IjrXWSU4xWwwag,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=sa94Rp43IjrXWSU4xWwwag&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=yAIwM1CMdUc1mxka-KFsew,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=yAIwM1CMdUc1mxka-KFsew&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=yAIwM1CMdUc1mxka-KFsew&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Roseann M.,https://www.yelp.com/following_user/remove?dst_user_id=yAIwM1CMdUc1mxka-KFsew&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Roseann M.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/26/2013,,,"Comfortable, friendly place to meet a friend, nosh on a delicious pastry, get strung out on caffeine, and relax. Also a nice addition to Howard Street, which sometimes appears to be a post-apocalyptic version of a city street complete with deserted storefronts, trashed entries, and zombies. The staff was exceptionally pleasant and friendly. For a moment, I even thought they were happy to see me! I was so stunned, I almost forget to order. But I finally recovered my wits and ordered a coffee of the day and a carrot cake muffin. It seemed to me that maybe Sol Cafe is still figuring out what kind of treats and food they want to serve, because the selection seemed minimal. The coffee was good, and the carrot muffin was absolutely terrific.The decor is what I'd call post-industrial - lots of exposed pipes and bricks, but it all blends into a hipster style without the attitude. I liked it.The only thing I didn't like is the $1.10 charge for a refill of my coffee cup. Whhaaaaa??Didn't I already pay something like $2.00 for one cup, and I have to pay 50% of that for a refill? As much as I enjoy hanging out in a coffeehouse with a friend, if my inner cheapskate is offended, I'll buy better coffee beans for my home supply, and have friends come over here instead of meeting me out somewhere. Even if it means I have to clean the bathroom more often.",2 people voted for this review,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=sa94Rp43IjrXWSU4xWwwag&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=O5-iQagfNa_KwWd9KoSV6w,https://s3-media2.fl.yelpcdn.com/photo/_fVcZrQLjsMHOBC_GGdINw/60s.jpg,Marissa G.,"Chicago, IL",friends,486,reviews,283,photos,[object Object],735,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/KVduPdbSs6JTFGMzo0dRrQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=KVduPdbSs6JTFGMzo0dRrQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=O5-iQagfNa_KwWd9KoSV6w,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=O5-iQagfNa_KwWd9KoSV6w&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=O5-iQagfNa_KwWd9KoSV6w&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Marissa G.,https://www.yelp.com/following_user/remove?dst_user_id=O5-iQagfNa_KwWd9KoSV6w&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Marissa G.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/16/2014,3 check-ins,[object Object],"Sol cafe had real soul-- friendly, down to earth staff, delicious coffee, and for the neighborhood. Free wifi and great music keep me coming back time and again.",1 person voted for this review,Useful,1,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=KVduPdbSs6JTFGMzo0dRrQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=EoTICT8onHuEvR8wzI6Xmg,https://s3-media3.fl.yelpcdn.com/photo/7HObI7B02OtXUHKyQ2xjUw/60s.jpg,Beth G.,"Chicago, IL",friends,13,reviews,40,,,,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/eaTrfL96k9eRQuaEvHhjeg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=eaTrfL96k9eRQuaEvHhjeg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=EoTICT8onHuEvR8wzI6Xmg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=EoTICT8onHuEvR8wzI6Xmg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=EoTICT8onHuEvR8wzI6Xmg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Beth G.,https://www.yelp.com/following_user/remove?dst_user_id=EoTICT8onHuEvR8wzI6Xmg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Beth G.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,4/29/2015,,,"This is now my closest coffee shop. Independent or otherwise. Unless you count the Starbucks inside the Jewel. Which I am not. I don't need any more Starbucks in my life thankyouverymuch.But yeah! Or perhaps I should say, hell's yeah! We love Sol Cafe at my house. I have enjoyed several of their specialty drinks and found them all to be quite good.So good and so friendly!",Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=eaTrfL96k9eRQuaEvHhjeg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=epm4PbXsc5aOzRlWN90Wiw,https://s3-media2.fl.yelpcdn.com/photo/ziuiYVJKt3GXF6A_GAJxlg/60s.jpg,Sarah J.,"Eugene, OR",friends,325,reviews,74,photos,[object Object],92,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/g1cE2ijtdIpH9-YUbeGqbg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=g1cE2ijtdIpH9-YUbeGqbg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=epm4PbXsc5aOzRlWN90Wiw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=epm4PbXsc5aOzRlWN90Wiw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=epm4PbXsc5aOzRlWN90Wiw&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Sarah J.,https://www.yelp.com/following_user/remove?dst_user_id=epm4PbXsc5aOzRlWN90Wiw&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Sarah J.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/5/2015,,,"Update: Come early or they might run out of apple cider. However, if you wait a little bit they'll get some more instead of just waiting for the next day to get some. Great customer service!",1 person voted for this review,Useful,1,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=g1cE2ijtdIpH9-YUbeGqbg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=1vWJ_JAYgPHahRac5ksFPg,https://s3-media1.fl.yelpcdn.com/photo/0NF5KinYEu21-GtYWyJI_w/60s.jpg,Rebecca B.,"Chicago, IL",friends,11,reviews,167,,,,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/hZa4hUcU_I5k1yqhYQEGjA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=hZa4hUcU_I5k1yqhYQEGjA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=1vWJ_JAYgPHahRac5ksFPg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=1vWJ_JAYgPHahRac5ksFPg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=1vWJ_JAYgPHahRac5ksFPg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Rebecca B.,https://www.yelp.com/following_user/remove?dst_user_id=1vWJ_JAYgPHahRac5ksFPg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Rebecca B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/13/2014,,,"I love Sol Cafe! Good food, good drinks, good service...what's not to love?Their coffee is top notch. These folks take their coffee seriously, but not too seriously -no one will judge you based on your order, so don't worry about that. Coffee not your thing? They also have a nice selection of tea. In addition to your usual coffee, latte, or cappuccino, they have some seasonal options available that are always interesting and worth a try. Pastries and food are also good, and on the weekends, they have donuts.Yes, I love their coffee and treats, but my favorite thing about Sol Cafe is that it is always welcoming and friendly. The staff are genuinely nice and always helpful. They are great about making recommendations and answering questions. Sol Cafe is my new coffee spot in Rogers Park. I will gladly go a few blocks out of my way to visit Sol when I'm in the neighborhood and in need of a caffeine fix.",1 person voted for this review,Useful,1,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=hZa4hUcU_I5k1yqhYQEGjA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=WlSVddU_pnxf_iAw7ExIlQ,https://s3-media4.fl.yelpcdn.com/photo/Ai1zYv240X2f2ot4xGZt_g/60s.jpg,Helen K.,"Chicago, IL",friends,6,reviews,5,,,,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/0agabf-o83TDg7KrlggK5w,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=0agabf-o83TDg7KrlggK5w&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=WlSVddU_pnxf_iAw7ExIlQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=WlSVddU_pnxf_iAw7ExIlQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=WlSVddU_pnxf_iAw7ExIlQ&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Helen K.,https://www.yelp.com/following_user/remove?dst_user_id=WlSVddU_pnxf_iAw7ExIlQ&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Helen K.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/1/2014,,,"Being born and raised in the WRP (West Rogers Park) / Rogers Park area, I know very well of the complete lack of unique coffee shops here. So you can imagine the pure rejoice my heart was singing when I had found SOL CAFE.This place is wonderful!The decor is awesome and extremely tasteful with large glass windows that allow   bunches of natural lighting in- which is helpful for a person with self diagnosed seasonal affective disorder such as myself. The seating is great and various: tables and chairs, counters and chairs, tables and bench, couches, and armchairs. Wonderful food: delicious soups (some of which are vegan) and awesome sandwiches. Also, Glazed and Infused donuts on the weekends - so delicious. They also have really tasty cookies and other pastries.Coffee is so... so... good from what I believe is sourced locally (a great plus!). They also have a large assortment of loose teas of which you get a free extra steeping of!Customer service is great- I'm always greeted with a smile and I actually feel like the baristas here are genuinely interested in how I'm doing. Sometimes I give a longer response than necessary...I must also mention the wonderfully overwhelming amount of OUTLETS. Seriously, outlets everywhere.Check this place out! I mean.. yolo.",6 people voted for this review,Useful,6,Funny,Cool,3,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=0agabf-o83TDg7KrlggK5w&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=6wQmgN0zbGy8HijA_dexWQ,https://s3-media4.fl.yelpcdn.com/photo/N8uMaBbxPlUxwvztil3qmw/60s.jpg,Ashley C.,"Chicago, IL",friends,0,reviews,8,photos,[object Object],3,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/cztCemulb9S6GhMxBtTslw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=cztCemulb9S6GhMxBtTslw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80&user_id=6wQmgN0zbGy8HijA_dexWQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=6wQmgN0zbGy8HijA_dexWQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Send message,https://www.yelp.com/following_user/add?dst_user_id=6wQmgN0zbGy8HijA_dexWQ&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Follow Ashley C.,https://www.yelp.com/following_user/remove?dst_user_id=6wQmgN0zbGy8HijA_dexWQ&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=80,Stop following Ashley C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/13/2015,,,"I really like this place. There is lots of sunlight beaming into the place, hence SOL cafe, and it has a very comforting atmosphere. The staff is all very friendly and down to earth. I can't forget to mention, they have great coffee, and a nice selection of pastries. I'm a big fan of the hippie granola scone. Also, glazed and infused on weekends? Yes, please! It's also a good place to stay for a while and get some work done or read a book.",1 person voted for this review,Useful,1,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=cztCemulb9S6GhMxBtTslw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D80,Report review
https://www.yelp.com/user_details?userid=8q6vJuhgs4e8jf5FkSMybA,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Jin L.,"Manhattan, New York, NY",friends,0,review,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.yelp.com/user_details?userid=ovTYncvjgFQwl_FuH4U3cw,https://s3-media4.fl.yelpcdn.com/photo/2NfNoZu4sOJmyiT8Rz44tA/60s.jpg,Vladimir H.,"Chicago, IL",friends,275,reviews,20,photos,[object Object],10,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/QaZxyec4tNi6tGRyJtRZog,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=QaZxyec4tNi6tGRyJtRZog&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D100&user_id=ovTYncvjgFQwl_FuH4U3cw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=ovTYncvjgFQwl_FuH4U3cw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=ovTYncvjgFQwl_FuH4U3cw&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=100,Follow Vladimir H.,https://www.yelp.com/following_user/remove?dst_user_id=ovTYncvjgFQwl_FuH4U3cw&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=100,Stop following Vladimir H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/27/2014,,,"Sol Cafe is fantastic!! :)Decor: The best. Seriously. Some of the best decor/layout I've ever seen in a coffee shop.Coffee: Oh man. The cold brew iced coffee is sooooooo good. Smooth, tasty, not bitter. Great coffee!!Staff: Extremely friendly, helpful, etc. I had a problem with the Wifi a couple of mornings ago and Simone made sure it was up and running again within minutes and made sure I could get online.This will definitely be a regular stop of mine in Rogers Park! :) Best cafe in the neighborhood by FAR!",2 people voted for this review,Useful,1,Funny,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=QaZxyec4tNi6tGRyJtRZog&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D100,Report review
