X,Y,X,Y,wkt_geom,insert_tim,id,license_id,account_nu,site_numbe,legal_name,doing_busi,address,city,state,zip_code,license_co,license_de,license_nu,applicatio,applicat_1,applicat_2,payment_da,conditiona,license_st,expiration,license_ap,date_issue,license__1,license__2,ssa,latitude,longitude,location,geom_3435,time_updat,time_creat,gid,business_a,business_1
-87.64154407,41.87685514,-87.641544069999995,41.876855140000004,Point (-87.64154407399999513 41.87685514000000353),48:24.5,1196269-20170416,2513171,63414,87,STARBUCKS CORPORATION,STARBUCKS COFFEE #2565,550 W VAN BUREN ST,CHICAGO,IL,60607,1006,Retail Food Establishment,1196269,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.876855140000004,-87.641544069999995,,"SRID=3435;POINT(1172649.75244702 1898475.25225147)",59:01.0,59:01.0,971782,Retail Sales of Perishable Foods,775
-87.62912123,41.87714679,-87.629121229999996,41.877146789999998,Point (-87.62912123300000644 41.87714678599999729),00:30.0,2320900-20160616,2462571,389444,1,Dollop pvb LLC,Dollop Coffee Co at the Fisher Building,343 S DEARBORN ST 1 103,CHICAGO,IL,60604,1006,Retail Food Establishment,2320900,RENEW,,,4/25/16,N,6/16/16,6/15/18,4/25/16,4/26/16,AAI,,,41.877146789999998,-87.629121229999996,,"SRID=3435;POINT(1176032.097365 1898609.04195849)",14:52.0,14:52.0,863761,Sale of Food Prepared Onsite With Dining Area,781
-87.64738599,41.87772114,-87.647385990000004,41.877721139999998,Point (-87.64738599400000396 41.87772113799999829),00:35.5,78838-20150516,2386946,23194,1,ARTOS LIMITED,"ARTOPOLIS BAKERY, CAFE & ANGOR",306-308 S HALSTED ST 1ST,CHICAGO,IL,60661,1475,Consumption on Premises - Incidental Activity,78838,RENEW,,,5/11/15,N,5/16/15,5/15/17,5/11/15,5/14/15,AAI,,,41.877721139999998,-87.647385990000004,,"SRID=3435;POINT(1171056.25143978 1898778.0515537)",08:08.0,08:08.0,181794,Consumption of Liquor on Premises,638
-87.63652434,41.87779165,-87.636524339999994,41.877791649999999,Point (-87.63652434399999436 41.87779164799999876),48:28.0,1425791-20170416,2513181,63414,100,STARBUCKS CORPORATION,STARBUCKS #2756,311 S WACKER DR,CHICAGO,IL,60606,1006,Retail Food Establishment,1425791,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.877791649999999,-87.636524339999994,,"SRID=3435;POINT(1174014.04704857 1898827.57358869)",58:59.0,58:59.0,972006,Retail Sales of Perishable Foods,775
-87.64260918,41.87788853,-87.642609179999994,41.877888530000000,Point (-87.64260917500000403 41.87788852900000336),00:48.4,2493084-20161018,2493084,410688,1,"DMC JACKSON, LLC",MEDDLE COFFEE BAR,601 W JACKSON BLVD 1 A,CHICAGO,IL,60661,1006,Retail Food Establishment,2493084,ISSUE,,,10/11/16,N,10/18/16,11/15/18,10/18/16,10/18/16,AAI,,,41.877888530000000,-87.642609179999994,,"SRID=3435;POINT(1172356.65402509 1898849.48191558)",06:50.0,06:50.0,880667,Sale of Food Prepared Onsite With Dining Area,781
-87.64709454,41.87791646,-87.647094539999998,41.877916460000002,Point (-87.64709454299999436 41.87791646000000156),00:35.5,1594002-20150516,2388423,290513,1,J & N INC.,MELI CAFE & JUICE BAR,301-305 S HALSTED ST,CHICAGO,IL,60661,1006,Retail Food Establishment,1594002,RENEW,,,5/7/15,N,5/16/15,5/15/17,5/7/15,5/7/15,AAI,,,41.877916460000002,-87.647094539999998,,"SRID=3435;POINT(1171135.05455987 1898849.8611788)",14:00.0,14:00.0,37486,Retail Sales of Perishable Foods,775
-87.63842217,41.87797514,-87.638422169999998,41.877975139999997,Point (-87.63842217100000198 41.87797513799999649),35:19.2,2179658-20160716,2465986,63927,13,PEPI CORPORATION,Alonti Cafe,300 S RIVERSIDE PLZ 1ST 100,CHICAGO,IL,60606,1006,Retail Food Establishment,2179658,RENEW,,,6/13/16,N,7/16/16,7/15/18,6/13/16,6/15/16,AAI,,,41.877975139999997,-87.638422169999998,,"SRID=3435;POINT(1173496.66203773 1898890.24672146)",14:50.0,14:50.0,869820,Retail Sales of Perishable Foods,775
-87.63402203,41.87800606,-87.634022029999997,41.878006059999997,Point (-87.63402203200000429 41.87800606300000084),48:28.0,23085-20170416,2513137,63414,36,STARBUCKS CORPORATION,STARBUCKS COFFEE #2229,209 W JACKSON BLVD  1ST,CHICAGO,IL,60606,1006,Retail Food Establishment,23085,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.878006059999997,-87.634022029999997,,"SRID=3435;POINT(1174694.87617411 1898911.24883979)",58:59.0,58:59.0,971985,Retail Sales of Perishable Foods,775
-87.63318903,41.87801449,-87.633189029999997,41.878014489999998,Point (-87.63318902999999693 41.87801448700000151),48:24.5,1382681-20170416,2513179,63414,97,STARBUCKS CORPORATION,STARBUCKS COFFEE #2689,175 W JACKSON BLVD  TAX,CHICAGO,IL,60604,1006,Retail Food Establishment,1382681,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.878014489999998,-87.633189029999997,,"SRID=3435;POINT(1174921.70552009 1898916.16804938)",59:01.0,59:01.0,971768,Retail Sales of Perishable Foods,775
-87.63206229,41.87802566,-87.632062289999993,41.878025659999999,Point (-87.63206228599999292 41.87802565500000185),00:24.4,18239-20160416,2447521,7491,2,AXION CORPORATION,CERES CAFE,141 W JACKSON BLVD 1ST A112,CHICAGO,IL,60604,1475,Consumption on Premises - Incidental Activity,18239,RENEW,,,3/14/16,N,4/16/16,4/15/18,3/14/16,3/15/16,AAI,,,41.878025659999999,-87.632062289999993,,"SRID=3435;POINT(1175228.52242264 1898922.74286839)",15:19.0,15:19.0,859763,Consumption of Liquor on Premises,638
-87.63206229,41.87802566,-87.632062289999993,41.878025659999999,Point (-87.63206228599999292 41.87802565500000185),10:03.4,2418799-20170316,2509286,324142,2,"JHJK CONSULTING, LLC",KING CAFE GOURMET & GO,141 W JACKSON BLVD 1ST 143 A,CHICAGO,IL,60604,1006,Retail Food Establishment,2418799,RENEW,,,3/9/17,N,3/16/17,3/15/19,3/9/17,3/10/17,AAI,,,41.878025659999999,-87.632062289999993,,"SRID=3435;POINT(1175228.52242264 1898922.74286839)",00:25.0,00:25.0,956483,Sale of Food Prepared Onsite Without Dining Area,782
-87.64923995,41.87802578,-87.649239949999995,41.878025780000002,Point (-87.64923994800000173 41.87802578000000153),00:27.0,2129595-20151216,2431146,368070,1,AHNCORE INC.,M2 CAFE,850 W JACKSON BLVD 1ST 125,CHICAGO,IL,60607,1006,Retail Food Establishment,2129595,RENEW,,,12/7/15,N,12/16/15,12/15/17,12/7/15,12/8/15,AAI,,,41.878025780000002,-87.649239949999995,,"SRID=3435;POINT(1170550.47067272 1898885.03297566)",07:39.0,07:39.0,850716,Retail Sales of Perishable Foods,775
-87.63049345,41.878041,-87.630493450000003,41.878041000000003,Point (-87.63049344899999937 41.87804100400000351),00:41.8,2333912-20160916,2477733,14801,5,STATE OF ILLINOIS,DEPT OF REHABILITATION SVC/VFP (KAVA CAFE),77 W JACKSON BLVD  FACIL,CHICAGO,IL,60604,1006,Retail Food Establishment,2333912,RENEW,,,9/14/16,N,9/16/16,9/15/18,9/14/16,9/15/16,AAI,,,41.878041000000003,-87.630493450000003,,"SRID=3435;POINT(1175655.72345435 1898931.83090301)",57:33.0,57:33.0,877473,Sale of Food Prepared Onsite With Dining Area,781
-87.62978101,41.87805068,-87.629781010000002,41.878050680000001,Point (-87.62978100799999481 41.87805068099999772),00:25.5,1352786-20160916,2478663,86212,3,INTELLIGENTSIA COFFEE INC.,INTELLIGENTSIA COFFEE & TEA INC.,53 W JACKSON BLVD,CHICAGO,IL,60604,1006,Retail Food Establishment,1352786,RENEW,,,9/15/16,N,9/16/16,9/15/18,9/15/16,9/26/16,AAI,,,41.878050680000001,-87.629781010000002,,"SRID=3435;POINT(1175849.71604123 1898936.9468654)",58:59.0,58:59.0,878427,Retail Sales of Perishable Foods,775
-87.62557274,41.87814786,-87.625572739999996,41.878147859999999,Point (-87.62557273500000576 41.87814785900000203),48:24.5,23065-20170416,2513131,63414,28,STARBUCKS CORPORATION,STARBUCKS COFFEE #2247,55 E JACKSON BLVD 1ST,CHICAGO,IL,60604,1006,Retail Food Establishment,23065,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.878147859999999,-87.625572739999996,,"SRID=3435;POINT(1176995.4772889 1898981.78123841)",59:01.0,59:01.0,971805,Retail Sales of Perishable Foods,775
-87.63963862,41.87815352,-87.639638619999999,41.878153519999998,Point (-87.63963862299999619 41.87815352300000171),48:28.0,2452033-20170416,2513223,63414,174,STARBUCKS CORPORATION,STARBUCKS COFFEE #27508,500 W JACKSON BLVD 1ST,CHICAGO,IL,60661,1006,Retail Food Establishment,2452033,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.878153519999998,-87.639638619999999,,"SRID=3435;POINT(1173164.85584104 1898952.57009703)",58:59.0,58:59.0,972040,Sale of Food Prepared Onsite With Dining Area,781
-87.63949996,41.87815538,-87.639499959999995,41.878155380000003,Point (-87.63949995599999454 41.87815537699999879),00:37.0,1649372-20160916,2479838,298727,15,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,444 W JACKSON BLVD,CHICAGO,IL,60606,1006,Retail Food Establishment,1649372,RENEW,,,9/16/16,N,9/16/16,9/15/18,9/16/16,9/19/16,AAI,,,41.878155380000003,-87.639499959999995,,"SRID=3435;POINT(1173202.61396296 1898953.55095055)",42:08.0,42:08.0,877740,Retail Sales of Perishable Foods,775
-87.62083163,41.87838431,-87.620831629999998,41.878384310000001,Point (-87.62083163399999819 41.87838430600000095),00:31.9,2164133-20160616,2462112,372018,2,FFT@SAIC,Columbus Building Cafe,280 S COLUMBUS DR 1,CHICAGO,IL,60603,1006,Retail Food Establishment,2164133,RENEW,,,4/29/16,N,6/16/16,6/15/18,4/29/16,5/2/16,AAI,,,41.878384310000001,-87.620831629999998,,"SRID=3435;POINT(1178285.92030859 1899078.62551759)",05:17.0,05:17.0,864284,Retail Sales of Perishable Foods,775
-87.63942746,41.87853128,-87.639427459999993,41.878531279999997,Point (-87.63942745999999318 41.87853127799999697),00:36.2,2084056-20160916,2481056,337253,18,ABP CORPORATION,AU BON PAIN,225 S CANAL ST MEZ,CHICAGO,IL,60606,1006,Retail Food Establishment,2084056,RENEW,,,8/15/16,N,9/16/16,9/15/18,8/15/16,8/16/16,AAI,,,41.878531279999997,-87.639427459999993,,"SRID=3435;POINT(1173221.24953036 1899090.68852654)",12:42.0,12:42.0,874204,Retail Sales of Perishable Foods,775
-87.63212058,41.87854293,-87.632120580000006,41.878542930000002,Point (-87.63212057699999491 41.878542932000002),48:28.0,23037-20170416,2513119,63414,15,STARBUCKS CORPORATION,STARBUCKS COFFEE #233,231 S LA SALLE ST  CONTI,CHICAGO,IL,60604,1006,Retail Food Establishment,23037,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.878542930000002,-87.632120580000006,,"SRID=3435;POINT(1175211.10778688 1899111.10843419)",59:00.0,59:00.0,971927,Retail Sales of Perishable Foods,775
-87.63652387,41.87856015,-87.636523870000005,41.878560149999998,Point (-87.63652387199999794 41.87856015399999876),00:39.8,1985331-20160116,2436286,339535,3,"ARGO TEA, INC.",ARGO TEA,233 S WACKER DR 1 LOBBY,CHICAGO,IL,60606,1006,Retail Food Establishment,1985331,RENEW,,,1/12/16,N,1/16/16,1/15/18,1/12/16,1/13/16,AAI,,,41.878560149999998,-87.636523870000005,,"SRID=3435;POINT(1174011.90195621 1899107.61748675)",07:32.0,07:32.0,24989,Retail Sales of Perishable Foods,775
-87.63652387,41.87856015,-87.636523870000005,41.878560149999998,Point (-87.63652387199999794 41.87856015399999876),00:37.0,1649324-20160916,2479831,298727,7,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,233 S WACKER DR,CHICAGO,IL,60606,1006,Retail Food Establishment,1649324,RENEW,,,9/16/16,N,9/16/16,9/15/18,9/16/16,9/19/16,AAI,,,41.878560149999998,-87.636523870000005,,"SRID=3435;POINT(1174011.90195621 1899107.61748675)",42:08.0,42:08.0,877787,Retail Sales of Perishable Foods,775
-87.63652387,41.87856015,-87.636523870000005,41.878560149999998,Point (-87.63652387199999794 41.87856015399999876),48:28.0,23071-20170416,2513157,63414,68,STARBUCKS CORPORATION,STARBUCKS COFFEE,233 S WACKER DR,CHICAGO,IL,60606,1006,Retail Food Establishment,23071,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.878560149999998,-87.636523870000005,,"SRID=3435;POINT(1174011.90195621 1899107.61748675)",59:00.0,59:00.0,971862,Retail Sales of Perishable Foods,775
-87.63652387,41.87856015,-87.636523870000005,41.878560149999998,Point (-87.63652387199999794 41.87856015399999876),00:31.1,1718943-20160916,2480004,305925,1,"S.T. VENICE CAFE, INC.",VENICE CAFE,233 S WACKER DR  LL1,CHICAGO,IL,60606,1006,Retail Food Establishment,1718943,RENEW,,,9/19/16,N,9/16/16,9/15/18,9/19/16,9/20/16,AAI,,,41.878560149999998,-87.636523870000005,,"SRID=3435;POINT(1174011.90195621 1899107.61748675)",55:31.0,55:31.0,877913,Retail Sales of Perishable Foods,775
-87.63857867,41.87858156,-87.638578670000001,41.878581560000001,Point (-87.63857866799999385 41.87858156099999718),00:37.0,1649263-20160916,2479827,298727,1,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,222 S RIVERSIDE PLZ,CHICAGO,IL,60606,1006,Retail Food Establishment,1649263,RENEW,,,9/16/16,N,9/16/16,9/15/18,9/16/16,9/19/16,AAC,4/4/17,,41.878581560000001,-87.638578670000001,,"SRID=3435;POINT(1173452.25381717 1899110.88163952)",57:00.0,57:00.0,877775,Retail Sales of Perishable Foods,775
-87.63857867,41.87858156,-87.638578670000001,41.878581560000001,Point (-87.63857866799999385 41.87858156099999718),00:35.6,2341239-20161116,2489374,22622,12,"PEET'S OPERATING COMPANY, INC.",PEET'S COFFEE & TEA,222 S RIVERSIDE PLZ 1ST,CHICAGO,IL,60606,1006,Retail Food Establishment,2341239,RENEW,,,11/3/16,N,11/16/16,11/15/18,11/3/16,11/4/16,AAI,,,41.878581560000001,-87.638578670000001,,"SRID=3435;POINT(1173452.25381717 1899110.88163952)",56:22.0,56:22.0,882039,Retail Sales of General Merchandise and Non-Perishable Food | Sale of Food Prepared Onsite With Dining Area,767 | 781
-87.63095049,41.87881482,-87.630950490000004,41.878814820000002,Point (-87.63095048600000325 41.87881482200000249),00:26.0,2283741-20160116,2436460,361654,2,NATIVE FOODS CLARK STREET LLC,NATIVE FOODS CAFE,218 S CLARK ST,CHICAGO,IL,60604,1475,Consumption on Premises - Incidental Activity,2283741,RENEW,,,1/15/16,N,1/16/16,1/15/18,1/15/16,1/19/16,AAI,,,41.878814820000002,-87.630950490000004,,"SRID=3435;POINT(1175528.94933263 1899212.79055421)",12:32.0,12:32.0,174635,Consumption of Liquor on Premises,638
-87.62448327,41.87893738,-87.624483269999999,41.878937380000004,Point (-87.62448327299999562 41.8789373819999966),00:37.0,1649320-20160916,2479830,298727,6,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,224 S MICHIGAN AVE,CHICAGO,IL,60604,1006,Retail Food Establishment,1649320,RENEW,,,9/16/16,N,9/16/16,9/15/18,9/16/16,9/19/16,AAI,,,41.878937380000004,-87.624483269999999,,"SRID=3435;POINT(1177289.79754493 1899271.93135418)",42:08.0,42:08.0,877753,Retail Sales of Perishable Foods,775
-87.63100222,41.87930273,-87.631002219999999,41.879302729999999,Point (-87.63100222299999587 41.87930272900000261),48:28.0,23027-20170416,2513117,63414,10,STARBUCKS CORPORATION,STARBUCKS COFFEE #212,105 W ADAMS ST 1ST,CHICAGO,IL,60603,1006,Retail Food Establishment,23027,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.879302729999999,-87.631002219999999,,"SRID=3435;POINT(1175513.40484515 1899390.46814697)",58:59.0,58:59.0,972037,Retail Sales of Perishable Foods,775
-87.62449813,41.87948933,-87.624498130000006,41.879489329999998,Point (-87.62449812500000235 41.87948932900000187),00:33.6,2157526-20160516,2456264,369504,2,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE,200 S MICHIGAN AVE,CHICAGO,IL,60604,1475,Consumption on Premises - Incidental Activity,2157526,RENEW,,,4/21/16,N,5/16/16,5/15/18,4/21/16,4/22/16,AAC,3/14/17,,41.879489329999998,-87.624498130000006,,"SRID=3435;POINT(1177284.09174418 1899473.02700298)",56:33.0,56:33.0,863403,Consumption of Liquor on Premises,638
-87.63382966,41.87949547,-87.633829660000004,41.879495470000002,Point (-87.63382966099999294 41.87949547200000211),00:36.2,1979983-20160916,2481045,337253,3,ABP CORPORATION,AU BON PAIN,200 W ADAMS ST 1 1,CHICAGO,IL,60606,1006,Retail Food Establishment,1979983,RENEW,,,8/15/16,N,9/16/16,9/15/18,8/15/16,8/16/16,AAI,,,41.879495470000002,-87.633829660000004,,"SRID=3435;POINT(1174742.84172635 1899454.4150742)",06:11.0,06:11.0,874266,Retail Sales of Perishable Foods,775
-87.63382966,41.87949547,-87.633829660000004,41.879495470000002,Point (-87.63382966099999294 41.87949547200000211),48:24.5,23089-20170416,2513139,63414,38,STARBUCKS CORPORATION,STARBUCKS COFFEE #2234,200 W ADAMS ST  1ST,CHICAGO,IL,60606,1006,Retail Food Establishment,23089,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.879495470000002,-87.633829660000004,,"SRID=3435;POINT(1174742.84172635 1899454.4150742)",59:01.0,59:01.0,971815,Retail Sales of Perishable Foods,775
-87.63976452,41.87961627,-87.639764520000000,41.879616270000000,Point (-87.63976452299999664 41.87961626799999948),48:28.0,23126-20170416,2513152,63414,55,STARBUCKS CORPORATION,STARBUCKS COFFEE #2410,130 S CANAL ST  1,CHICAGO,IL,60606,1006,Retail Food Establishment,23126,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.879616270000000,-87.639764520000000,,"SRID=3435;POINT(1173126.26165131 1899485.31590647)",58:59.0,58:59.0,972020,Retail Sales of Perishable Foods,775
-87.62950228,41.87967604,-87.629502279999997,41.879676040000000,Point (-87.62950228299999367 41.87967603999999966),00:45.5,1816513-20160416,2449582,315635,1,"ARGO TEA MARQUETTE, LLC",ARGO TEA,140 S DEARBORN ST 1 1,CHICAGO,IL,60603,1006,Retail Food Establishment,1816513,RENEW,,,3/22/16,N,4/16/16,4/15/18,3/22/16,3/23/16,AAI,,,41.879676040000000,-87.629502279999997,,"SRID=3435;POINT(1175920.76499195 1899529.84866385)",15:15.0,15:15.0,860399,Retail Sales of Perishable Foods,775
-87.62950228,41.87967604,-87.629502279999997,41.879676040000000,Point (-87.62950228299999367 41.87967603999999966),00:37.0,1649317-20160916,2479829,298727,5,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,140 S DEARBORN ST,CHICAGO,IL,60603,1006,Retail Food Establishment,1649317,RENEW,,,9/16/16,N,9/16/16,9/15/18,9/16/16,9/19/16,AAI,,,41.879676040000000,-87.629502279999997,,"SRID=3435;POINT(1175920.76499195 1899529.84866385)",42:08.0,42:08.0,877785,Retail Sales of Perishable Foods,775
-87.6292116,41.87988544,-87.629211600000005,41.879885440000002,Point (-87.62921159500000101 41.87988544000000246),48:28.0,1648986-20170416,2513186,63414,112,STARBUCKS CORPORATION,STARBUCKS COFFEE #10199,131 S DEARBORN ST  1850,CHICAGO,IL,60603,1006,Retail Food Establishment,1648986,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.879885440000002,-87.629211600000005,,"SRID=3435;POINT(1175999.30099806 1899606.80319585)",59:00.0,59:00.0,971902,Retail Sales of Perishable Foods,775
-87.64745274,41.87994232,-87.647452740000006,41.879942319999998,Point (-87.64745274400000596 41.87994232300000164),00:28.8,2397764-20151228,2397764,369504,13,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #11719,116 S HALSTED ST 1ST,CHICAGO,IL,60661,1475,Consumption on Premises - Incidental Activity,2397764,ISSUE,,,11/16/15,N,12/28/15,1/15/18,12/28/15,12/28/15,AAC,3/14/17,,41.879942319999998,-87.647452740000006,,"SRID=3435;POINT(1171031.60469358 1899587.30385877)",56:32.0,56:32.0,26246,Consumption of Liquor on Premises,638
-87.63657239,41.88001343,-87.636572389999998,41.880013429999998,Point (-87.6365723849999938 41.88001342700000151),00:36.2,1932619-20160916,2481043,337253,1,ABP CORPORATION,AU BON PAIN,125 S WACKER DR 1 & BSMT,CHICAGO,IL,60606,1006,Retail Food Establishment,1932619,RENEW,,,8/15/16,N,9/16/16,9/15/18,8/15/16,8/16/16,AAI,,,41.880013429999998,-87.636572389999998,,"SRID=3435;POINT(1173994.39103399 1899637.08162402)",12:12.0,12:12.0,874263,Retail Sales of Perishable Foods,775
-87.65183157,41.88004797,-87.651831569999999,41.880047970000000,Point (-87.65183157100000244 41.88004796999999968),06:54.9,1595203-20160516,2455215,291158,1,AHN CORPORATION,MORGAN STREET CAFE,111 S MORGAN ST,CHICAGO,IL,60607,1006,Retail Food Establishment,1595203,RENEW,,,4/22/16,N,5/16/16,5/15/18,4/22/16,7/6/16,AAI,,,41.880047970000000,-87.651831569999999,,"SRID=3435;POINT(1169838.83396076 1899616.30199989)",13:27.0,13:27.0,870289,Retail Sales of Perishable Foods,775
-87.63245788,41.8800751,-87.632457880000004,41.880075099999999,Point (-87.63245787500000006 41.88007510199999928),00:37.0,1649356-20160916,2479833,298727,10,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,120 S LA SALLE ST,CHICAGO,IL,60603,1006,Retail Food Establishment,1649356,RENEW,,,9/16/16,N,9/16/16,9/15/18,9/16/16,9/19/16,AAI,,,41.880075099999999,-87.632457880000004,,"SRID=3435;POINT(1175114.69149457 1899668.67957305)",42:10.0,42:10.0,877726,Retail Sales of Perishable Foods,775
-87.63216419,41.88007991,-87.632164189999997,41.880079909999999,Point (-87.63216418899999383 41.88007990500000233),00:25.5,2418006-20160416,2447623,8970,144,"COMPASS GROUP USA, INC.",THE VAULT CAFE,135 S LA SALLE ST LOWER LEVEL LL,CHICAGO,IL,60603,1006,Retail Food Establishment,2418006,RENEW,,,3/8/16,N,4/16/16,4/15/18,3/8/16,3/16/16,AAI,3/16/16,,41.880079909999999,-87.632164189999997,,"SRID=3435;POINT(1175194.65516705 1899671.08306429)",58:14.0,58:14.0,859920,Preparation of Food and Dining on Premise With Seating,735
-87.64080388,41.88046315,-87.640803880000007,41.880463149999997,Point (-87.64080388399999322 41.88046314700000039),00:36.4,2026584-20160916,2479320,258410,2,SPECIALTY'S CAFE & BAKERY INC,Specialty's Cafe & Bakery,525 W MONROE ST 1 100A,CHICAGO,IL,60661,1006,Retail Food Establishment,2026584,RENEW,,,9/13/16,N,9/16/16,9/15/18,9/13/16,9/14/16,AAI,,,41.880463149999997,-87.640803880000007,,"SRID=3435;POINT(1172840.72573509 1899791.63219986)",59:01.0,59:01.0,877296,Retail Sales of Perishable Foods,775
-87.62450336,41.88048754,-87.624503360000006,41.880487539999997,Point (-87.62450336099999504 41.88048754300000098),00:31.9,2172641-20160616,2462113,372018,3,FFT@SAIC,MacLean Center Cafe,112 S MICHIGAN AVE 12,CHICAGO,IL,60603,1006,Retail Food Establishment,2172641,RENEW,,,4/29/16,N,6/16/16,6/15/18,4/29/16,5/2/16,AAI,,,41.880487539999997,-87.624503360000006,,"SRID=3435;POINT(1177279.66155184 1899836.76367415)",12:21.0,12:21.0,864278,Retail Sales of Perishable Foods,775
-87.63459246,41.88053925,-87.634592459999993,41.880539249999998,Point (-87.63459246399999358 41.88053924999999822),48:28.0,23015-20170416,2513112,63414,4,STARBUCKS CORPORATION,STARBUCKS COFFEE #211,227 W MONROE ST  AT&T,CHICAGO,IL,60606,1006,Retail Food Establishment,23015,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.880539249999998,-87.634592459999993,,"SRID=3435;POINT(1174532.01300646 1899833.07472798)",59:00.0,59:00.0,971907,Retail Sales of Perishable Foods,775
-87.63713178,41.88055703,-87.637131780000004,41.880557029999999,Point (-87.63713177600000392 41.88055702500000166),48:24.5,23093-20170416,2513155,63414,64,STARBUCKS CORPORATION,STARBUCKS COFFEE,100 S WACKER DR  MAIN,CHICAGO,IL,60606,1006,Retail Food Establishment,23093,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.880557029999999,-87.637131780000004,,"SRID=3435;POINT(1173840.44797523 1899833.93202609)",59:01.0,59:01.0,971823,Retail Sales of Perishable Foods,775
-87.62990739,41.88059896,-87.629907390000000,41.880598960000000,Point (-87.62990739100000326 41.88059895500000351),35:19.2,2469520-20160623,2469520,406798,1,DOLLOP MONROE LLC,DOLLOP COFFEE CO,55 W MONROE ST 1ST,CHICAGO,IL,60603,1006,Retail Food Establishment,2469520,ISSUE,,,6/14/16,N,6/23/16,7/15/18,6/22/16,6/23/16,AAI,,,41.880598960000000,-87.629907390000000,,"SRID=3435;POINT(1175807.68686567 1899865.25369631)",05:31.0,05:31.0,869129,Sale of Food Prepared Onsite Without Dining Area,782
-87.62708936,41.88066458,-87.627089359999999,41.880664580000001,Point (-87.6270893639999997 41.88066457800000109),41:17.4,1932196-20160416,2449813,337031,1,BUFFALO PROPERTIES CORP.,STARBUCKS COFFEE,17 E MONROE ST 1,CHICAGO,IL,60603,1006,Retail Food Establishment,1932196,RENEW,,,12/13/16,N,4/16/16,4/15/18,12/13/16,12/14/16,AAI,,,41.880664580000001,-87.627089359999999,,"SRID=3435;POINT(1176574.90242887 1899895.46926344)",00:22.0,00:22.0,888761,Retail Sales of Perishable Foods,775
-87.62645664,41.8806754,-87.626456640000001,41.880675400000001,Point (-87.62645664000000068 41.88067540099999775),00:37.0,1649366-20160916,2479837,298727,14,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,35 E MONROE ST,CHICAGO,IL,60603,1006,Retail Food Establishment,1649366,RENEW,,,9/16/16,N,9/16/16,9/15/18,9/16/16,9/19/16,AAI,,,41.880675400000001,-87.626456640000001,,"SRID=3435;POINT(1176747.17479962 1899900.83172599)",42:08.0,42:08.0,877755,Retail Sales of Perishable Foods,775
-87.63972503,41.88069925,-87.639725029999994,41.880699249999999,Point (-87.63972502699999723 41.88069924599999894),34:27.2,1579365-20150516,2388413,288924,1,BAG CORPORATION,VENICE CAFE ON MONROE,500 W MONROE ST,CHICAGO,IL,60661,1006,Retail Food Establishment,1579365,RENEW,,,5/4/15,N,5/16/15,5/15/17,5/4/15,5/5/15,AAI,,,41.880699249999999,-87.639725029999994,,"SRID=3435;POINT(1173133.82805882 1899880.03908716)",08:03.0,08:03.0,30971,Retail Sales of Perishable Foods,775
-87.63658911,41.88071758,-87.636589110000003,41.880717580000002,Point (-87.63658910700000604 41.88071757499999848),00:25.5,1768745-20160416,2447559,8970,65,"COMPASS GROUP USA, INC.",HYATT CENTER CAFE,71 S WACKER DR 2,CHICAGO,IL,60606,1481,Caterer's Liquor License,1768745,RENEW,,,3/14/16,N,4/16/16,4/15/18,3/14/16,3/16/16,AAI,,,41.880717580000002,-87.636589110000003,,"SRID=3435;POINT(1173987.75409049 1899893.63561069)",16:32.0,16:32.0,859965,Catering of Liquor To Events,630
